A,B
-1.503057150968790090e+01,-6.564506210455704149e+00
-1.418396497976468140e+01,-4.024592283630200384e+00
-1.316802771015123241e+01,-1.635619811372434285e+00
-1.201478692027335171e+01,5.190519722009883097e-01
-1.076140303102591744e+01,2.384479425719928436e+00
-9.446814785351332233e+00,3.935625045047785431e+00
-8.108570802311419357e+00,5.174067122596187396e+00
-6.780307009820658593e+00,6.121620122963742361e+00
-5.490114296542218497e+00,6.812875437635891984e+00
-4.259815323124406916e+00,7.288316027322532697e+00
-3.105002188079712511e+00,7.588968519091256582e+00
-2.035605117362615513e+00,7.752877451785210816e+00
-1.056756860447833013e+00,7.813217773889508777e+00
-1.697593970140987008e-01,7.797641424490647566e+00
6.269806851363759481e-01,7.728422296335605068e+00
1.337124846256299016e+00,7.623035321243346374e+00
1.965715893755003663e+00,7.494910528238461822e+00
2.518635357203349301e+00,7.354201242699481611e+00
3.002191945752962443e+00,7.208480762210388804e+00
3.422820827398705301e+00,7.063332005819817461e+00
3.786871945240816384e+00,6.922824349180603853e+00
4.100467185634794731e+00,6.789887204596178449e+00
4.369409187530933103e+00,6.666596211192874932e+00
4.599127889897127730e+00,6.554389074693452777e+00
4.794654008376760146e+00,6.454226699507183973e+00
4.960611277489802795e+00,6.366712822136999073e+00
5.101221431954522600e+00,6.292182724833659258e+00
5.220317561242436177e+00,6.230769192559281855e+00
5.321362724374120390e+00,6.182451837356502722e+00
5.407471635672358445e+00,6.147094282676341059e+00
5.481433900372756796e+00,6.124472443227334750e+00
5.545737754658214946e+00,6.114296195720806182e+00
5.602593598764474159e+00,6.116226050025981742e+00
5.653956843890624917e+00,6.129885941090817525e+00
5.701549753610644089e+00,6.154872920541934356e+00
5.746882070303772849e+00,6.190764293579404054e+00
5.791270292631335970e+00,6.237122590830266766e+00
5.835855522451229405e+00,6.293498662967128787e+00
5.881619836502819609e+00,6.359433121068408745e+00
5.929401164959378079e+00,6.434456305721584002e+00
5.979906679035599026e+00,6.518086944340974576e+00
6.033724705566136493e+00,6.609829643499396390e+00
6.091335199359462216e+00,6.709171357731052332e+00
6.153118815196621405e+00,6.815576976184535063e+00
6.219364631295412948e+00,6.928484172618937009e+00
6.290276585427765355e+00,7.047297672111929145e+00
6.365978694096181556e+00,7.171383099423227492e+00
6.446519134628886150e+00,7.300060589323782878e+00
6.531873280098375645e+00,7.432598358443245345e+00
6.621945787932862260e+00,7.568206461237466876e+00
6.716571855263322455e+00,7.706030979191496044e+00
6.815517767656139370e+00,7.845148921620795690e+00
6.918480883052605002e+00,7.984564147188281780e+00
7.025089209466172768e+00,8.123204645697303050e+00
7.134900753089286063e+00,8.259921547354304394e+00
7.247402832515787985e+00,8.393490248291399780e+00
7.362011574093349608e+00,8.522614052729551304e+00
7.478071821956969956e+00,8.645930729098624923e+00
7.594857712671135630e+00,8.762022354538521185e+00
7.711574176857873830e+00,8.869428774070335919e+00
7.827359636579119595e+00,8.966664922118386727e+00
7.941290165133046308e+00,9.052242140531534531e+00
8.052385362672895397e+00,9.124693475872915016e+00
8.159616173992898069e+00,9.182602749006276710e+00
8.261914831494236111e+00,9.224636964734969524e+00
8.358187044818309985e+00,9.249581375507510472e+00
8.447326477887230567e+00,9.256376242961604106e+00
8.528231454394667566e+00,9.244154071495389147e+00
8.599823716104740612e+00,9.212275841159009104e+00
8.661068928610166751e+00,9.160364568748802228e+00
8.710998492624030476e+00,9.088334403637182035e+00
8.748732083725345277e+00,8.996413445075271298e+00
8.773500219860338234e+00,8.885158572317239489e+00
8.784666055106027827e+00,8.755460821297935681e+00
8.781745531725219323e+00,8.608540223030530569e+00
8.764425000855750270e+00,8.445929525942874605e+00
8.732575453364463058e+00,8.269446827893496277e+00
8.686262590817365847e+00,8.081157799929336250e+00
8.625752111728562710e+00,7.883328838356902679e+00
8.551509784391397417e+00,7.678373074617724114e+00
8.464196113414029554e+00,7.468791646100421566e+00
8.364655666682669022e+00,7.257112937445576506e+00
8.253901393758960481e+00,7.045832609660924284e+00
8.133094515349156950e+00,6.837357133109310148e+00
8.003520777125173069e+00,6.633953242450340682e+00
7.866564023657689475e+00,6.437705270025290361e+00
7.723678148294449208e+00,6.250481738061483661e+00
7.576358507271153009e+00,6.073911957516675564e+00
7.426113852295705087e+00,5.909372751636039034e+00
7.274439742229738215e+00,5.757984848466403349e+00
7.122794252853404728e+00,5.620618009977941476e+00
6.972576628565858137e+00,5.497903612286142661e+00
6.825109326937886856e+00,5.390253172060675446e+00
6.681623711450165537e+00,5.297881224434976666e+00
6.543249462748646827e+00,5.220830982109129437e+00
6.411007614684694822e+00,5.159001320923753298e+00
6.285806985308600936e+00,5.112173817557297717e+00
6.168443668533470259e+00,5.080038783772615751e+00
6.059603180057385075e+00,5.062219475093303167e+00
5.959864809560976973e+00,5.058293880545869925e+00
5.869707716659466001e+00,5.067813709853697723e+00
5.789518315978889440e+00,5.090320375960348365e+00
5.719598521977035332e+00,5.125357919248430427e+00
5.660174461704174931e+00,5.172482934224055917e+00
5.611405308956163296e+00,5.231271641387358784e+00
5.573391942199283022e+00,5.301324299939571105e+00
5.546185177973312008e+00,5.382267185335416038e+00
5.529793378709522145e+00,5.473752364323303254e+00
5.524189277270900256e+00,5.575455493828656017e+00
5.529315898926675743e+00,5.687071853305678104e+00
5.545091494364576157e+00,5.808310797012542714e+00
5.571413424629373168e+00,5.938888786532465325e+00
5.608160960819682295e+00,6.078521137743846836e+00
5.655196978512099015e+00,6.226912592875430974e+00
5.712368539948432300e+00,6.383746809457885973e+00
5.779506366899378023e+00,6.548674845838904801e+00
5.856423214793331056e+00,6.721302719235883849e+00
5.942911165237585891e+00,6.901178118732136824e+00
6.038737860587040984e+00,7.087776373795849238e+00
6.143641711907921632e+00,7.280485810377579803e+00
6.257326121754887893e+00,7.478592672883801917e+00
6.379452776867779562e+00,7.681265852586739662e+00
6.509634084439675838e+00,7.887541742187797134e+00
6.647424850214488146e+00,8.096309632532772582e+00
6.792313328446316412e+00,8.306298180114573881e+00
6.943711813613141715e+00,8.516063600780826803e+00
7.100946992329910223e+00,8.723980381796128114e+00
7.263250331276531746e+00,8.928235444321957814e+00
7.429748842581074264e+00,9.126826821522641353e+00
7.599456640475231062e+00,9.317568030234509635e+00
7.771267779451158653e+00,9.498099388791811037e+00
7.943950940385223980e+00,9.665907548606988087e+00
8.116146601207400835e+00,9.818354437644671862e+00
8.286367384851127227e+00,9.952716633511130340e+00
8.453002309717128071e+00,1.006623586693674000e+01
8.614325665439089619e+00,1.015618088215012804e+01
8.768511187110194172e+00,1.021992023799287530e+01
8.913652092198462995e+00,1.025500482723093754e+01
9.047787365701710272e+00,1.025925794776865274e+01
9.168934423908403630e+00,1.023086973169066560e+01
9.275127954686629650e+00,1.016849170928121815e+01
9.364464330146088145e+00,1.007132636674994508e+01
9.435150533806474726e+00,9.939205880830414230e+00
9.485556068508868677e+00,9.772653920450501630e+00
9.514265853703031794e+00,9.572924621880346763e+00
9.520131730520763114e+00,9.342013657716462305e+00
9.502319923240332145e+00,9.082637757033568349e+00
9.460351706619656298e+00,8.798181035878387846e+00
9.394134639545528742e+00,8.492608913630851575e+00
9.303982066954061381e+00,8.170352986678585339e+00
9.190619158926514487e+00,7.836172712983943356e+00
9.055174514332257729e+00,7.495001820067757947e+00
8.899157244905808284e+00,7.151788710722930098e+00
8.724420391487520021e+00,6.811340616749393284e+00
8.533112414013707792e+00,6.478180774424822097e+00
8.327619250054819844e+00,6.156426535477994122e+00
8.110499978597136561e+00,5.849694276615798216e+00
7.884419408399002904e+00,5.561034508925319031e+00
7.652080918451634517e+00,5.292898031409266402e+00
7.416162629747397261e+00,5.047131618059979452e+00
7.179259528578655569e+00,4.824999809620570623e+00
6.943833556682847075e+00,4.627228043154017811e+00
6.712173005329963971e+00,4.454061640535354805e+00
6.486361868850503143e+00,4.305335050193318303e+00
6.268259186984784570e+00,4.180546091118355179e+00
6.059487877398141542e+00,4.078930646407592953e+00
5.861432154299087038e+00,3.999534150544384214e+00
5.675242353923616534e+00,3.941277179463671843e+00
5.501845836477621710e+00,3.903013381660146219e+00
5.341962590995874116e+00,3.883578810902740930e+00
5.196124212986561020e+00,3.881832396521583739e+00
5.064695031340063380e+00,3.896687801914575200e+00
4.947894308397514429e+00,3.927137281376463118e+00
4.845818605695408898e+00,3.972268367393350097e+00
4.758463581865203018e+00,4.031274329237171550e+00
4.685744656602399694e+00,4.103459364749864946e+00
4.627516127417146130e+00,4.188239444887114082e+00
4.583588459164142925e+00,4.285139645940930109e+00
4.553743577841821377e+00,4.393788694463612643e+00
4.537748089504000326e+00,4.513911327857900169e+00
4.535364413339390666e+00,4.645318948847375395e+00
4.546359866890188783e+00,4.787898931039390682e+00
4.570513773305108884e+00,4.941602819610146469e+00
4.607622677935612643e+00,5.106433568106183429e+00
4.657503766952669544e+00,5.282431860615840691e+00
4.719996576318986392e+00,5.469661488563928309e+00
4.794963067543480228e+00,5.668193683267649163e+00
4.882286129115897211e+00,5.878090249339875228e+00
4.981866541138295190e+00,6.099385300533547216e+00
5.093618417077820482e+00,6.332065369752009509e+00
5.217463112345239296e+00,6.576047650560004065e+00
5.353321566166715506e+00,6.831156131470429216e+00
5.501105022697086788e+00,7.097095410580637420e+00
5.660704061485441585e+00,7.373422032133636783e+00
5.831975858550261016e+00,7.659513275018004386e+00
6.014729600197035175e+00,7.954533454173670748e+00
6.208709985594698999e+00,8.257397978529827043e+00
6.413578784888211537e+00,8.566735653253797267e+00
6.628894471724770199e+00,8.880850029198374074e+00
6.854090027472130586e+00,9.197680996161237132e+00
7.088449124341041241e+00,9.514768292589600662e+00
7.331081041165897538e+00,9.829219159336759049e+00
7.580894852982983600e+00,1.013768298470814422e+01
7.836573666155500106e+00,1.043633644229442581e+01
8.096549943769392854e+00,1.072088326094717203e+01
8.358983275487171127e+00,1.098657331063418319e+01
8.621742279001871623e+00,1.122824603214667327e+01
8.882392654316351610e+00,1.144040324627604654e+01
9.138193713512320571e+00,1.161731588861731623e+01
9.386105931022820315e+00,1.175316805943170451e+01
9.622812143863708201e+00,1.184223979998952636e+01
9.844754909476289839e+00,1.187912710802904748e+01
1.004819212933156614e+01,1.185899388991896330e+01
1.022927230539030674e+01,1.177784597870413030e+01
1.038412967272168963e+01,1.163281239403136347e+01
1.050899794485265737e+01,1.142241427855913827e+01
1.060033957822330564e+01,1.114679821650490688e+01
1.065498544205146558e+01,1.080790883958204951e+01
1.067027778180452380e+01,1.040957662502625780e+01
1.064420766612669667e+01,9.957501199035814210e+00
1.057553701941760771e+01,9.459118392644489504e+00
1.046389515674029624e+01,8.923350200163538304e+00
1.030984066108262098e+01,8.360249387512189045e+00
1.011488153372557797e+01,7.780562933067556308e+00
9.881449673659775002e+00,7.195248653988771892e+00
9.612829571692675046e+00,6.614985390958043610e+00
9.313045153619212257e+00,6.049717797716684942e+00
8.986712418028959704e+00,5.508271930023022733e+00
8.638868369228365651e+00,4.998068359915365022e+00
8.274788368297064878e+00,4.524947227921487070e+00
7.899804254259507275e+00,4.093106679616459687e+00
7.519134496795202516e+00,3.705144600483099904e+00
7.137735507163991855e+00,3.362185005581649122e+00
6.760180457005757759e+00,3.064065611980216541e+00
6.390568972503203327e+00,2.809561981005483489e+00
6.032468273353431165e+00,2.596625508969055307e+00
5.688883996914993801e+00,2.422616477911866628e+00
5.362257245014681040e+00,2.284518302606618256e+00
5.054483350773875117e+00,2.179124127421216972e+00
4.766947428438609080e+00,2.103191399258093952e+00
4.500571825520557567e+00,2.053563616452271479e+00
4.255871004613728914e+00,2.027261016560224061e+00
4.033010005808378651e+00,2.021543578738087987e+00
3.831863363101349673e+00,2.033950537360596833e+00
3.652072080527274167e+00,2.062320828148284768e+00
3.493096955289375138e+00,2.104798706791860763e+00
3.354267130439623656e+00,2.159828354798263295e+00
3.234823252875487665e+00,2.226140742382974658e+00
3.133955001826236320e+00,2.302735440917979215e+00
3.050833045735410476e+00,2.388859523262906404e+00
2.984635693488160157e+00,2.483985190409271127e+00
2.934570643180271166e+00,2.587787331130201984e+00
2.899892311975264203e+00,2.700121860348586811e+00
2.879915266812596464e+00,2.821005387600417524e+00
2.874024278891378792e+00,2.950596531655135912e+00
2.881681504167754593e+00,3.089179012020486947e+00
2.902431254953028006e+00,3.237146503503230299e+00
2.935902779808048368e+00,3.394989127536732987e+00
2.981811414580916697e+00,3.563281365772721365e+00
3.039958409700097341e+00,3.742671110544757429e+00
3.110229679784563217e+00,3.933869507225708606e+00
3.192593662528677712e+00,4.137641190029630600e+00
3.287098415278773000e+00,4.354794461005424111e+00
3.393868019851438156e+00,4.586170908074582719e+00
3.513098308673752612e+00,4.832633898880150269e+00
3.645051867694392378e+00,5.095055320541503008e+00
3.790052212979103441e+00,5.374299859573365978e+00
3.948476977638529561e+00,5.671206030698422218e+00
4.120749882944519271e+00,5.986563068944501964e+00
4.307331201544517540e+00,6.321082699109821235e+00
4.508706351301047910e+00,6.675364695967803463e+00
4.725372185767723110e+00,7.049855056796373809e+00
4.957820472870587913e+00,7.444795539406515061e+00
5.206517979524180717e+00,7.860163295080326407e+00
5.471882511079795286e+00,8.295599376810496750e+00
5.754254197652865166e+00,8.750325070115614778e+00
6.053861284899140216e+00,9.223045330868654190e+00
6.370779689496091969e+00,9.711839191242845004e+00
6.704885639670767006e+00,1.021403789532671347e+01
7.055800865236361297e+00,1.072609284696052967e+01
7.422830063408778045e+00,1.124343729585818963e+01
7.804890786653719381e+00,1.176034814650760296e+01
8.200436522639106940e+00,1.226981740512313479e+01
8.607374610887509547e+00,1.276344656609264483e+01
9.022981806408022720e+00,1.323138153386184612e+01
9.443821779153404705e+00,1.366231013080037293e+01
9.865670614318101883e+00,1.404354822775611211e+01
1.028345837566190291e+01,1.436124307373876796e+01
1.069123684546958941e+01,1.460072214109998434e+01
1.108218537503262979e+01,1.474701108148387441e+01
1.144866794567775514e+01,1.478553346045026018e+01
1.178235449715500494e+01,1.470298641345071466e+01
1.207441768878457644e+01,1.448835987407260895e+01
1.231581190731338005e+01,1.413403404720937928e+01
1.249763412130297979e+01,1.363685442548992732e+01
1.261155615172167543e+01,1.299905288887462440e+01
1.265030582543696980e+01,1.222886659645604368e+01
1.260816190253887648e+01,1.134071315548233017e+01
1.248141702783322238e+01,1.035481778543613629e+01
1.226875710359351324e+01,9.296256208679430699e+00
1.197150701410210516e+01,8.193466908052876363e+00
1.159370300349718264e+01,7.076380209428046797e+00
1.114197072409026923e+01,5.974386261917485008e+00
1.062521227787299161e+01,4.914398367946295920e+00
1.005413088688032275e+01,3.919251120339651173e+00
9.440642910226255680e+00,3.006608012903437377e+00
8.797239420493973228e+00,2.188458124371702507e+00
8.136361290881746200e+00,1.471181282410934266e+00
7.469843290034664740e+00,8.560796320388172065e-01
6.808466924235079709e+00,3.402258055026410322e-01
6.161642812361836086e+00,-8.253289914776279490e-02
5.537225241210876447e+00,-4.205557033951535240e-01
4.941447146750273411e+00,-6.834793525431235306e-01
4.378954496820933961e+00,-8.814414086035197160e-01
3.852914906278488427e+00,-1.024480725382953539e+00
3.365175343112344120e+00,-1.122111904225467027e+00
2.916446618378563116e+00,-1.183053080145866520e+00
2.506496648526120197e+00,-1.215078197591911602e+00
2.134339163914316995e+00,-1.224963477664141376e+00
1.798408899756471113e+00,-1.218500437591103269e+00
1.496717966021713586e+00,-1.200552459727744159e+00
1.226990923446767745e+00,-1.175137044060491132e+00
9.867781266960418129e-01,-1.145520649873150498e+00
7.735482490391225596e-01,-1.114317036025442631e+00
5.847617205326660628e-01,-1.083583142017026324e+00
4.179272342776968463e-01,-1.054908875980122174e+00
2.706436232519149332e-01,-1.029498825432670239e+00
1.406293783834564048e-01,-1.008245032162226273e+00
2.574193732888813146e-02,-9.917907106882620782e-01
-7.601132747282690616e-02,-9.805852521521636334e-01
-1.664687199407605678e-01,-9.749311275697963852e-01
